,Price
0,100.0
1,99.98631038690552
2,99.94954723358617
3,99.85761163975441
4,99.6807016097048
5,99.55412584249942
6,99.60953353503534
7,99.59342204158067
8,99.58870710290516
9,99.42512543486212
10,99.31779099414145
11,99.4550757419604
12,99.49029873949857
13,99.56302392986254
14,99.74758026070238
15,99.86896979231574
16,99.9323713065754
17,99.82967235054684
18,99.90152478287068
19,99.63548688398059
20,99.62564711958298
21,99.58669413790494
22,99.6236743770394
23,99.52385593710113
24,99.52011258483574
25,99.57442880834432
26,99.71146222068643
27,99.59182726695695
28,99.57317894949968
29,99.62207723635471
30,99.47979392573471
31,99.36909801307483
32,99.1430044043268
33,99.20333085845854
34,99.21749648824232
35,99.08917419226671
36,99.13131730426194
37,99.22037499250281
38,99.02589205841193
39,99.10372410726355
40,99.0652044481991
41,98.93761705819114
42,99.00176218168527
43,99.03511767711483
44,99.2849206080595
45,99.38221586042039
46,99.32522881769994
47,99.3161944305757
48,99.17079479736103
49,99.33420079690403
50,99.38999404492239
51,99.22160194677886
52,99.27884392063298
53,99.32880234981008
54,99.31039639790612
55,99.26127102968701
56,99.17820881532037
57,99.08643615882075
58,98.94701063761364
59,98.96604540136487
