,Price
0,100.0
1,100.36884041013681
2,100.72900679247148
3,100.69172700334606
4,100.7696875904474
5,100.96305440281607
6,100.85602904637572
7,100.82989068044915
8,100.64902340138306
9,100.72426031518444
10,100.80185002617866
11,100.55244131495193
12,100.49633304297656
13,100.46449885941492
14,100.45794548955091
15,100.2974122521267
16,100.40663192790231
17,100.20668853680989
18,100.34448559484214
19,100.64183679768952
20,100.7257063090779
21,100.54930501554809
22,100.29972619401975
23,100.30532427977583
24,100.55438153037335
25,100.65392681128998
26,100.4894551679674
27,100.27194268522656
28,100.42746312791357
29,100.43676659660042
30,100.6810441074181
31,100.83155823090895
32,101.02709811238815
33,100.98285307914794
34,101.31661452291596
35,101.21061766215291
36,101.33493016998764
37,101.60953735431644
38,101.33437200405609
39,101.19655298684556
40,101.40213135039113
41,101.6622352176782
42,101.79159403831481
43,101.89934290706339
44,102.03849044366679
45,101.90234392636934
46,102.04137735374704
47,102.25562935226077
48,102.30906802077698
49,102.23512816272155
50,102.41413517062573
51,102.55368656251561
52,102.41237011820097
53,102.43127515343225
54,102.26041744258093
55,102.34305795751031
56,102.53266747867582
57,102.70329140648158
58,102.95453337007784
59,103.05741849188227
