,Price
0,100.0
1,99.49382921633956
2,99.56230777828173
3,99.36461584624327
4,99.47063344190576
5,99.2640038943821
6,99.84180640269838
7,99.57805148811698
8,99.43814104715675
9,99.38806269968816
10,99.22260943201493
11,98.90891399472302
12,98.6888377828819
13,98.32195989293845
14,98.36896645814862
15,97.96993150737225
16,97.97555938762817
17,97.62546669336425
18,97.64022419200685
19,96.88642485895149
20,96.6776956197615
21,96.5273459449277
22,96.6489158956658
23,96.62122709482162
24,96.5856343039592
25,96.60775514234292
26,96.36152292711752
27,96.0766017033723
28,96.24945964453222
29,96.20621563163702
30,96.03195064787788
31,96.143773254016
32,96.00703193857903
33,95.83839377651192
34,95.84101797621685
35,95.80362532224315
36,95.90021119099332
37,95.81114627164725
38,95.7397545127857
39,95.4121526826361
40,95.35643432666616
41,95.14487344133727
42,95.05666505279312
43,95.03966621743967
44,94.958456500102
45,94.76352768968512
46,94.76523666478073
47,94.5638489622811
48,94.36854344679371
49,94.12811783778234
50,93.87890351867655
51,93.6811533340957
52,93.3939816199338
53,93.32525615529389
54,93.387434296039
55,93.37083211971049
56,93.27504346749312
57,93.11829749546341
58,92.82476889075203
59,93.07188703857072
