,Price
0,100.0
1,99.94253638028756
2,99.90628800855032
3,99.9158733310577
4,100.04280176427488
5,100.14468431097431
6,99.90165026935223
7,99.87214853143378
8,99.8392549605009
9,99.92547360281154
10,99.97427611053382
11,99.85500612901674
12,99.9495943684147
13,100.08579123900957
14,99.92988093331428
15,99.92706697918858
16,99.98074814031146
17,100.08984912923066
18,100.1200446118211
19,100.0613642172713
20,100.04594912763092
21,100.17334542060456
22,100.21177051658239
23,100.18278997813653
24,100.07625317789334
25,100.11817955685243
26,100.2134105349803
27,100.21363925054266
28,100.17788978117017
29,100.03665909451357
30,100.02780025140392
31,99.98194628113262
32,99.8908959119365
33,99.79752914175643
34,99.93559492718376
35,99.90609219395131
36,100.0396254477059
37,100.08857911973602
38,100.04173814168522
39,99.96631777508092
40,99.84535597978241
41,99.85404234524891
42,99.8539988485382
43,99.97542729203387
44,99.91353312719247
45,99.78194945632893
46,100.042760610469
47,100.00880722579636
48,100.02018846254455
49,100.1706593644967
50,100.18258281821336
51,100.10733645403496
52,100.1227458758172
53,100.05190029942416
54,100.02297464010874
55,100.01000808885127
56,99.98518430304979
57,99.90573916776461
58,99.7890326138569
59,99.90391309901744
