,Price
0,100.0
1,100.10437892197044
2,99.72099763046963
3,99.43745200204577
4,99.48030746800252
5,99.23482180504956
6,99.05951881614779
7,99.102439256142
8,99.14243856702562
9,98.87145985076455
10,98.93420346753139
11,98.88887116556538
12,98.80547734840661
13,98.35471100413562
14,98.40146144006142
15,98.0501878450832
16,98.25549962383691
17,98.07036071803796
18,97.85528353615636
19,97.46905746544665
20,97.32260865624802
21,97.208126292024
22,97.005175209069
23,96.93248103819872
24,96.83992210207592
25,96.58785647951609
26,96.33853337119537
27,96.15552307525287
28,95.97747180258308
29,96.07260507471001
30,95.9472573700004
31,96.13232279606191
32,96.09799083706062
33,95.6453238067868
34,95.74622440558599
35,95.53455944638853
36,95.85943422727684
37,95.82815607192977
38,95.74392383758979
39,95.5073291796929
40,95.76114311910055
41,95.27581710613653
42,95.35890271859073
43,95.16764608821474
44,95.2040113542154
45,95.24619176910927
46,95.09042366759627
47,95.10320215811909
48,94.89688532766881
49,94.5622826814808
50,94.60390872290193
51,94.91034922697123
52,94.9492040354534
53,94.36581865498805
54,94.31265100379312
55,94.06137801080291
56,94.16808456466049
57,94.3659415959418
58,94.06604903824375
59,93.96405826012779
