,Price
0,100.0
1,99.59626112601477
2,99.40201285534758
3,99.42599226494427
4,99.35519161590769
5,99.51887934761595
6,99.58935499128162
7,99.6074395988366
8,99.73014520592852
9,99.88256207392291
10,99.91815752248093
11,99.87419727390224
12,99.76084384811858
13,99.82810836185229
14,99.40994826156657
15,99.3027795229439
16,99.36127847501994
17,98.95616836996678
18,98.99872452787211
19,99.14803137658211
20,99.07531548310068
21,98.96148929149535
22,98.76931395869181
23,98.76654255663732
24,98.53492820361191
25,98.37140814242888
26,98.1292361461829
27,97.729502226559
28,97.64323380042994
29,97.95839771066959
30,97.74153544403362
31,97.51503953930498
32,97.3404294773416
33,97.55583609988167
34,97.6203960104773
35,97.23681239520019
36,97.1981800620807
37,97.04955959115395
38,97.03110221096924
39,96.41389504077237
40,96.27877801024158
41,95.96647657815005
42,95.90056499012948
43,96.0095271765741
44,95.69514703902402
45,95.320674116381
46,95.02927711331317
47,95.04080017287689
48,95.25662274063133
49,95.11210998315157
50,94.67581773625666
51,94.59860082096466
52,94.16265540117166
53,93.83989561337458
54,93.7770792887344
55,93.79375502376897
56,93.48881184111033
57,93.44920031921764
58,93.57904942241318
59,93.4311908898167
