,Price
0,100.0
1,99.85761378568333
2,100.03309976905868
3,99.96762386256717
4,100.02421745119707
5,100.30318757856898
6,100.40220578690416
7,100.35110884587974
8,100.45524217626321
9,100.53628793112294
10,100.62199396563327
11,100.64266947202883
12,100.69014268838534
13,100.79377662495979
14,100.70480562301286
15,100.75127299988667
16,100.69734656809628
17,100.69148866733268
18,100.84103454929947
19,100.91851526672755
20,100.9199860960231
21,101.21045754766659
22,101.2043673268029
23,101.23191031118564
24,101.20382120933299
25,101.07041605642179
26,100.8647445379508
27,100.94676426392449
28,100.96515639742749
29,101.02212652690862
30,100.96620471735491
31,100.88325755673623
32,100.8844520826766
33,100.74905666241055
34,100.81782165767211
35,100.90240604082898
36,100.77787406378786
37,100.65496799914025
38,100.68530740434562
39,100.65732014465921
40,100.69916573402462
41,100.70323149597647
42,100.87201602553654
43,101.00514076562267
44,100.86375321250635
45,100.80332985230243
46,100.84512262703157
47,100.71939015416483
48,100.82885516922734
49,100.69523716889566
50,100.76023739688878
51,100.89772338023297
52,100.87474702575744
53,100.65676562984142
54,100.77061294487463
55,100.79961397674693
56,100.89986481295506
57,100.97840571472013
58,100.8328083355249
59,100.61357207852974
