,Price
0,100.0
1,100.09576513124165
2,100.09918052731088
3,100.25894285737837
4,100.57051231233986
5,100.84165746744517
6,100.96019852835136
7,101.08866829628657
8,100.79419136121365
9,100.80031586137311
10,101.00365427250509
11,101.56040304672159
12,101.40806647362213
13,101.69338488737274
14,102.26208664639229
15,102.44635745272652
16,102.70802997913223
17,102.56882326811728
18,102.94086344707443
19,103.08020376418949
20,103.01021499637945
21,102.82873345914831
22,103.04962049738185
23,102.93159455207797
24,102.98257914284808
25,102.96611831208844
26,103.38694330893603
27,103.82343544449999
28,104.10740407693615
29,104.20921052918689
30,104.22273855373783
31,104.40634325387711
32,104.69227924335839
33,104.70317609069276
34,104.68836918379937
35,105.15545594941634
36,105.24615963521711
37,105.73876191853361
38,106.04223542338796
39,106.01758854676227
40,106.35425838054101
41,106.19683246958326
42,106.24647572266993
43,106.31888106101758
44,106.22024145278145
45,106.38564497878465
46,106.21102163311409
47,106.16742082239438
48,106.41039121296413
49,106.39514930713246
50,106.36126394574181
51,106.16354445268647
52,106.29540156924962
53,106.45123276560626
54,106.3376023995486
55,106.14543385665998
56,106.28897353881793
57,106.73429407655887
58,106.51981289101285
59,106.7424167600718
