,Price
0,100.0
1,100.08516283751909
2,99.98697421947821
3,99.9289270237808
4,99.9296505739675
5,99.85812830764837
6,99.79488048974821
7,100.03573041626213
8,100.0507682086145
9,99.64780623148376
10,99.32118522058569
11,99.46495088148076
12,99.4723712557199
13,99.06420198925574
14,99.10633070607612
15,99.27252412894663
16,99.20220464351226
17,99.6049070254564
18,99.55615730779674
19,99.75350566760372
20,99.63955614718503
21,99.65149081982321
22,99.80700357661338
23,100.06691381926184
24,99.88661940037835
25,99.76471314014357
26,99.62611800252982
27,99.5230795430671
28,99.75539547836335
29,100.02997157010998
30,100.15179540181985
31,100.14755251041643
32,99.95139948924964
33,99.72434555348804
34,99.75526107390944
35,99.7677462663629
36,99.75319315193819
37,99.6780634502305
38,99.55357854607094
39,99.50517442962413
40,99.792427583595
41,99.79026414636644
42,99.63941844652412
43,99.65317837162904
44,99.73275341033741
45,99.71936966095517
46,99.6061222352466
47,99.19400693370481
48,99.20026752971216
49,99.12000483809616
50,99.49273834122168
51,99.36698303677376
52,99.37573164186786
53,99.74705208683325
54,99.48590898423171
55,99.56311827047352
56,99.41634683121663
57,99.48694595197568
58,99.40166681790532
59,99.31616256616671
