,Price
0,100.0
1,100.13995335564204
2,100.04421002938018
3,100.10642701275808
4,100.17385148019437
5,100.21206327386456
6,99.98144984505628
7,99.86780356206997
8,99.70163064753343
9,99.797145504157
10,99.91934414706037
11,99.94825221698201
12,99.96357236753441
13,99.84179089089861
14,99.75837121910702
15,99.61971572323947
16,99.5982239881163
17,99.50393905801648
18,99.55552637307376
19,99.44100607553389
20,99.46841942160373
21,99.61316393153258
22,99.59751929799751
23,99.725454516996
24,99.79229470929594
25,99.79391171673828
26,99.71984896027672
27,99.81931255019929
28,99.82140753339846
29,100.003811861065
30,99.8828066222462
31,99.7734559801015
32,99.74425433688609
33,99.80343814195929
34,99.848593041747
35,99.82931016510021
36,99.732772908638
37,99.66502038038274
38,99.68198262973266
39,99.83721434013086
40,99.94227182188796
41,99.92711261723933
42,100.1479633405373
43,100.19151875332182
44,100.20117872656647
45,100.18444944843324
46,100.10321213907976
47,100.15969110860676
48,100.37710261481486
49,100.28184552670915
50,100.16843073161436
51,100.23939897778864
52,100.34596473790569
53,100.2860827153184
54,100.25496416298671
55,100.21917561150521
56,100.11282946757899
57,100.12581512551827
58,100.09130015668174
59,100.09372303712024
