,Price
0,100.0
1,100.00055253600566
2,100.37154507741228
3,100.29598552171093
4,100.15367813777368
5,100.16462718395529
6,100.19555600794293
7,100.26006527865117
8,100.46481947554108
9,100.40898326525347
10,100.14676763667455
11,100.23205601389965
12,99.84414981667638
13,100.17309113530438
14,100.42933136558314
15,100.74039817256099
16,100.68448444334307
17,100.54132935560895
18,100.4015043290037
19,100.33308694910228
20,100.20075413760554
21,99.71543943095155
22,99.69023296912644
23,99.90857016110701
24,100.18737148955744
25,100.28258813709853
26,100.4862833209957
27,100.47803219213479
28,100.76679183552884
29,100.56742024939112
30,100.4341670430414
31,100.68080133255076
32,100.84315833337702
33,100.64573677024951
34,100.3027835050348
35,100.27981261174679
36,100.23621611965508
37,100.29100441020202
38,100.39108238454689
39,100.62139990065614
40,100.46482527731916
41,100.56390516818608
42,100.46350071221623
43,100.65199421475408
44,100.86794690329555
45,100.62208672269367
46,100.44534200786761
47,100.24680780143476
48,100.26796217514358
49,100.29449267704658
50,100.4050084520204
51,100.3206352436801
52,100.38863471467741
53,100.09092964197083
54,99.9441340644454
55,99.87619271274893
56,100.08227126423542
57,100.35303620352487
58,100.44316405276314
59,100.50097688921163
