,Price
0,100.0
1,100.1061490482081
2,100.21788894618017
3,100.14575342099921
4,100.00850928681712
5,99.94029007008719
6,100.06428855235522
7,99.9551953305228
8,99.67222437348894
9,99.46392352559604
10,99.36367892962586
11,99.29177834629962
12,99.02028173786108
13,99.21576704537507
14,99.24902801439512
15,99.37402771674554
16,99.73950947061357
17,99.6478714154916
18,99.94005705978628
19,99.92486835637052
20,100.08884017411498
21,100.21267413786042
22,100.24252653280102
23,100.0005168980237
24,99.78752312533824
25,99.95762990267299
26,99.86675005399532
27,100.04340979167638
28,100.37951907664191
29,100.68358899733802
30,100.55563719605922
31,100.1505007806975
32,100.09304950188378
33,99.93353502199444
34,99.97346703359008
35,99.56626509482194
36,99.5498249307086
37,99.89246094003497
38,99.37380026551408
39,99.59231328085399
40,99.7542919927944
41,99.64751132968019
42,99.8433746549505
43,99.80533806047198
44,99.69230846589488
45,99.4905099926076
46,99.30361770335335
47,99.24863842093312
48,99.51744912696837
49,99.66347928512165
50,99.62168858909959
51,99.89133409946064
52,99.88406756831273
53,99.92117166218236
54,99.44721301394813
55,99.32639524753114
56,99.22184393322276
57,99.35825481473557
58,99.4028710763683
59,99.3843023397747
