,Price
0,100.0
1,100.20454871153113
2,100.4169295239006
3,100.63055164578437
4,101.21461045627136
5,101.54095420949174
6,101.72530036079071
7,101.71104497675914
8,101.85326292304487
9,101.79065132557164
10,101.7797071703824
11,101.726515550824
12,101.76014411503161
13,102.18336605937358
14,102.05481878773344
15,102.15160106245966
16,102.19141579156336
17,102.58875663338378
18,102.87976066569844
19,103.14525917359552
20,103.37416792558223
21,103.75645157582953
22,103.51191867270572
23,103.69825100076596
24,103.71899701555606
25,103.81670886281434
26,103.78210494027276
27,103.87611150803339
28,103.82872216756019
29,103.62050805144125
30,103.45378463982729
31,103.76219543985992
32,103.78703451816396
33,103.9390468540808
34,104.50185907080605
35,104.46685251700853
36,104.80468898499896
37,104.8111275661346
38,104.98887911118726
39,104.94696711612531
40,104.87080037205465
41,104.97462396253036
42,104.89884198577663
43,104.79176280872868
44,105.01073875588962
45,105.01416844138222
46,105.28253628624832
47,105.04258218225469
48,105.17410502718752
49,105.29187381024242
50,105.42167614352421
51,105.59385361134652
52,106.04667681048274
53,106.72723501750012
54,106.83594295141644
55,106.61594049954402
56,106.96001598640697
57,106.74964241879833
58,106.73906661856168
59,106.61171499183368
